"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"PCMIRUS","194913","9388","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195013","9060","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195113","9186","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195213","9360","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195313","9377","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195413","9349","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195513","9447","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195613","9496","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195713","9348","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195813","9500","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","195913","9615","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196013","9518","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196113","9521","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196213","9494","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196313","9587","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196413","9665","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196513","9603","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196613","9733","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196713","9849","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196813","9922","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","196913","9921","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197013","9989","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197113","10097","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197213","10171","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197313","9884","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197413","9221","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197513","9309","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197613","9418","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197713","9517","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197813","9500","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","197913","9062","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198013","8813","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198113","8873","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198213","9050","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198313","9118","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198413","9248","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198513","9419","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198613","9464","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198713","9720","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198813","9972","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","198913","10157","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199013","10504","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199113","10571","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199213","10857","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199313","10804","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199413","10992","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199513","11203","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199613","11330","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199713","11581","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199813","11754","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","199913","11848","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200013","11976","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200113","11831","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200213","12202","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200313","12325","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200413","12460","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200513","12510","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200613","12485","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200713","10710","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200813","10290","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","200913","10391","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201013","10650","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201113","11150","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201213","11262","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201313","11244","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201413","11048","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201513","11327","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201613","11370","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201713","11467","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201813","11576","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","201913","11599","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCMIRUS","202013","9780","1","Light-Duty Vehicles, Short Wheelbase Mileage","Miles per Vehicle"
"PCFCRUS","194913","627","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195013","603","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195113","614","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195213","639","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195313","640","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195413","641","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195513","645","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195613","654","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195713","658","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195813","670","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","195913","674","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196013","668","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196113","663","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196213","662","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196313","655","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196413","661","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196513","661","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196613","688","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196713","699","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196813","714","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","196913","727","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197013","737","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197113","743","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197213","754","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197313","737","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197413","677","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197513","665","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197613","681","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197713","676","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197813","665","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","197913","620","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198013","551","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198113","538","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198213","535","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198313","534","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198413","530","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198513","538","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198613","543","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198713","539","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198813","531","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","198913","533","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199013","520","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199113","501","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199213","517","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199313","527","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199413","531","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199513","530","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199613","534","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199713","539","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199813","544","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","199913","553","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200013","547","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200113","534","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200213","555","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200313","556","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200413","553","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200513","567","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200613","554","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200713","468","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200813","435","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","200913","442","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201013","456","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201113","481","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201213","484","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201313","480","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201413","476","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201513","475","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201613","475","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201713","474","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201813","475","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","201913","481","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFCRUS","202013","386","2","Light-Duty Vehicles, Short Wheelbase Fuel Consumption","Gallons per Vehicle"
"PCFRRUS","194913","15","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195013","15","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195113","15","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195213","14.7","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195313","14.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195413","14.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195513","14.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195613","14.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195713","14.2","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195813","14.2","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","195913","14.3","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196013","14.3","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196113","14.4","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196213","14.3","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196313","14.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196413","14.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196513","14.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196613","14.1","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196713","14.1","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196813","13.9","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","196913","13.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197013","13.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197113","13.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197213","13.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197313","13.4","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197413","13.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197513","14","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197613","13.8","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197713","14.1","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197813","14.3","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","197913","14.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198013","16","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198113","16.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198213","16.9","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198313","17.1","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198413","17.4","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198513","17.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198613","17.4","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198713","18","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198813","18.8","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","198913","19","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199013","20.2","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199113","21.1","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199213","21","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199313","20.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199413","20.7","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199513","21.1","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199613","21.2","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199713","21.5","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199813","21.6","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","199913","21.4","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","200013","21.9","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
"PCFRRUS","200113","22.1","3","Light-Duty Vehicles, Short Wheelbase Fuel Economy","Miles per Gallon"
